ID,Loại,Mã sản phẩm,Tên,Mô tả ngắn,Mô tả,Giá khuyến mãi,Giá bán thường,Danh mục,Hình ảnh,Meta: site-sidebar-layout,Meta: site-content-layout,Meta: theme-transparent-header-meta,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _wp_page_template,Meta: _uag_css_file_name,Meta: _wxr_import_user_slug,Meta: _astra_sites_imported_post,Meta: _astra_sites_enable_for_batch,Meta: ast-site-content-layout,Meta: site-content-style,Meta: site-sidebar-style,Meta: astra-migrate-meta-layouts,Meta: _wp_old_date
\n 	<li data-section-id=""tfj1ge"" data-start=""1934"" data-end=""1998"">Dùng chổi mềm hoặc máy hút bụi ở mức nhẹ để làm sạch chao vải.</li>
\n 	<li data-section-id=""1satp5q"" data-start=""1999"" data-end=""2067"">Không sử dụng vật liệu nhám hoặc hóa chất tẩy mạnh trên bề mặt gỗ.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2068"" data-end=""2118"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2120"" data-end=""2154"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2156"" data-end=""2444"">
\n 	<li data-section-id=""7mg38n"" data-start=""2156"" data-end=""2237"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2238"" data-end=""2308"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2309"" data-end=""2444"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2446"" data-end=""2471"">Chính sách vận chuyển</h3>
\n<ul data-start=""2473"" data-end=""2745"">
\n 	<li data-section-id=""1p9scda"" data-start=""2473"" data-end=""2502"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2503"" data-end=""2556"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2557"" data-end=""2665"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2666"" data-end=""2745"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm</li>
\n</ul>",,2450000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/z5535144348806_dc4c454712c8564ab9025b0c987b6584.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535144343774_94251b043442bfeca7d47ea77b7f5877.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535144348806_dc4c454712c8564ab9025b0c987b6584.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535147637473_57cc6aa6759b12a178f374a6e2b0c8af.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535147654180_707ebe22def6313bfce6393c484231da.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535147685955_3bfd47e5fd659688063369e94795fb12.jpg, https://anlights.com/wp-content/uploads/2026/07/z5535189381520_08ca9cf58251abf5c83076c19708b7c6.jpg",default,,default,,,,default,,,,,default,default,default,set,

670,simple,,Đèn Sàn Gỗ Hiện Đại Slate Cadence,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DS-0011</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H1450 × D360 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân xám than, chao đen</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Thân trụ với các vòng nổi xếp liên tục</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""324"" data-end=""589""><strong data-start=""324"" data-end=""369"">Đèn sàn gỗ hiện đại Slate Cadence DS-0011</strong> gây ấn tượng với phần thân trụ cao được tạo hình từ nhiều vòng nổi xếp liên tục. Nhịp điệu lặp đều của các đường gờ giúp thân đèn có chiều sâu, tạo cảm giác như một tác phẩm điêu khắc hình học đặt trong không gian sống.</p>
\n<p data-start=""591"" data-end=""810"">Thân đèn mang màu xám than trầm, kết hợp với chao vải hình trụ màu đen, tạo nên tổng thể mạnh mẽ và có tính nhận diện cao. Đế tròn đồng màu giúp cân bằng tỷ lệ và giữ cho thiết kế liền mạch từ chân đế đến phần chao đèn.</p>
\n<p data-start=""812"" data-end=""1030"">Khi sử dụng bóng E27 ánh sáng vàng, ánh sáng được khuếch tán qua chao vải và hắt lên tường theo hai hướng trên – dưới. Hiệu ứng sáng này giúp làm nổi bật bề mặt tường, đồng thời tạo bầu không khí thư giãn vào buổi tối.</p>
\n<p data-start=""1032"" data-end=""1256"">Slate Cadence DS-0011 phù hợp đặt tại góc phòng khách, cạnh sofa, cầu thang, sảnh, phòng ngủ hoặc không gian trưng bày. Thiết kế đặc biệt phù hợp với nội thất hiện đại, Minimalism, Contemporary, Monochrome và Industrial nhẹ.</p>
\n<p data-start=""1258"" data-end=""1490"">Với kích thước <strong data-start=""1273"" data-end=""1292"">H1450 × D360 mm</strong>, sản phẩm có tỷ lệ cao và gọn, tạo điểm nhấn theo chiều dọc mà không chiếm quá nhiều diện tích mặt sàn. Đèn sử dụng nguồn điện <strong data-start=""1420"" data-end=""1433"">220V–50Hz</strong>, đui bóng E27 phổ biến và công tắc bố trí trên dây điện.</p>
\n<p data-start=""1492"" data-end=""1675"">Do được hoàn thiện từ gỗ tự nhiên, màu sắc, đường vân và bề mặt giữa từng sản phẩm có thể có sự khác biệt nhẹ. Đây là đặc tính tự nhiên, đồng thời tạo nên nét riêng cho mỗi chiếc đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1677"" data-end=""1698"">Thông tin sử dụng</h3>
\n<ul data-start=""1700"" data-end=""2215"">
\n 	<li data-section-id=""14yieaa"" data-start=""1700"" data-end=""1727"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""iinyku"" data-start=""1728"" data-end=""1752"">Nguồn điện: 220V–50Hz.</li>
\n 	<li data-section-id=""1cxfusn"" data-start=""1753"" data-end=""1814"">Khuyến nghị sử dụng bóng LED E27 ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""1815"" data-end=""1856"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""1857"" data-end=""1885"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""omgga2"" data-start=""1886"" data-end=""1935"">Sử dụng như nguồn sáng bổ trợ và đèn trang trí.</li>
\n 	<li data-section-id=""1kuf9y2"" data-start=""1936"" data-end=""1996"">Không nên dùng làm nguồn sáng chính cho toàn bộ căn phòng.</li>
\n 	<li data-section-id=""1lzijkl"" data-start=""1997"" data-end=""2047"">Vệ sinh thân đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1vx6k76"" data-start=""2048"" data-end=""2109"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở mức nhẹ.</li>
\n 	<li data-section-id=""7mzvwd"" data-start=""2110"" data-end=""2164"">Không dùng vật liệu nhám hoặc hóa chất tẩy rửa mạnh.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2165"" data-end=""2215"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2217"" data-end=""2251"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2253"" data-end=""2541"">
\n 	<li data-section-id=""7mg38n"" data-start=""2253"" data-end=""2334"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2335"" data-end=""2405"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2406"" data-end=""2541"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2543"" data-end=""2568"">Chính sách vận chuyển</h3>
\n<ul data-start=""2570"" data-end=""2842"">
\n 	<li data-section-id=""1p9scda"" data-start=""2570"" data-end=""2599"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2600"" data-end=""2653"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2654"" data-end=""2762"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2763"" data-end=""2842"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-hien-dai-slate-cadence-ds-0011-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-hien-dai-slate-cadence-ds-0011-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-hien-dai-slate-cadence-ds-0011-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-hien-dai-slate-cadence-ds-0011-3.jpg",default,,default,,,,default,,,,,default,default,default,set,

675,simple,,Đèn Bàn Gỗ Hiện Đại Noir Totem,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DT-0027</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H570 × D400 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân đen, chao đen</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Thân hình học xếp tầng</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu chao</strong></td>
\n<td>Chao vải hình nón</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""314"" data-end=""590""><strong data-start=""314"" data-end=""356"">Đèn bàn gỗ hiện đại Noir Totem DT-0027</strong> có thiết kế mạnh mẽ với thân đèn được tạo thành từ các khối hình học xếp tầng. Hai khối trụ thuôn đối xứng kết hợp cùng chi tiết liên kết ở giữa tạo nên tỷ lệ cân bằng, giúp sản phẩm mang dáng vẻ của một vật phẩm điêu khắc trang trí.</p>
\n<p data-start=""592"" data-end=""816"">Toàn bộ thân đèn được hoàn thiện với tông đen mờ, kết hợp cùng chao vải hình nón màu đen. Thiết kế đơn sắc tạo cảm giác sang trọng, trầm tĩnh và dễ trở thành điểm nhấn trên mặt bàn gỗ tự nhiên, bàn console hoặc tủ trang trí.</p>
\n<p data-start=""818"" data-end=""1030"">Khi sử dụng bóng E27 ánh sáng vàng, ánh sáng xuyên nhẹ qua bề mặt chao vải và tập trung nhiều hơn về phía dưới. Hiệu ứng này tạo vùng sáng ấm áp trên mặt bàn, đồng thời làm nổi bật cấu trúc hình học của thân đèn.</p>
\n<p data-start=""1032"" data-end=""1273"">Noir Totem DT-0027 phù hợp đặt trên bàn console, bàn phụ cạnh sofa, tủ đầu giường kích thước lớn, quầy lễ tân, sảnh, phòng khách hoặc không gian trưng bày. Mẫu đèn đặc biệt phù hợp với nội thất Modern, Contemporary, Monochrome và Minimalism.</p>
\n<p data-start=""1275"" data-end=""1478"">Với kích thước <strong data-start=""1290"" data-end=""1308"">H570 × D400 mm</strong>, đây là mẫu đèn bàn có kích thước tương đối lớn. Sản phẩm phù hợp nhất với mặt bàn rộng và không nên đặt tại những khu vực làm việc nhỏ, nơi cần nhiều diện tích sử dụng.</p>
\n<p data-start=""1480"" data-end=""1691"">Đèn sử dụng nguồn điện <strong data-start=""1503"" data-end=""1516"">220V–50Hz</strong>, đui bóng E27 phổ biến và công tắc trên dây điện. Do chao đèn có màu đen, sản phẩm phù hợp với mục đích tạo ánh sáng trang trí, ánh sáng thư giãn hơn là chiếu sáng công việc.</p>
\n<p data-start=""1693"" data-end=""1867"">Do sử dụng vật liệu gỗ tự nhiên, màu sắc, đường vân và bề mặt giữa từng sản phẩm có thể chênh lệch nhẹ. Đây là đặc tính tự nhiên góp phần tạo nên nét riêng cho mỗi chiếc đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1869"" data-end=""1890"">Thông tin sử dụng</h3>
\n<ul data-start=""1892"" data-end=""2450"">
\n 	<li data-section-id=""14yieaa"" data-start=""1892"" data-end=""1919"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""iinyku"" data-start=""1920"" data-end=""1944"">Nguồn điện: 220V–50Hz.</li>
\n 	<li data-section-id=""1cxfusn"" data-start=""1945"" data-end=""2006"">Khuyến nghị sử dụng bóng LED E27 ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""2007"" data-end=""2048"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""2049"" data-end=""2077"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""omgga2"" data-start=""2078"" data-end=""2127"">Sử dụng như nguồn sáng bổ trợ và đèn trang trí.</li>
\n 	<li data-section-id=""mez4u5"" data-start=""2128"" data-end=""2187"">Không nên sử dụng làm đèn đọc sách hoặc nguồn sáng chính.</li>
\n 	<li data-section-id=""1og8tro"" data-start=""2188"" data-end=""2232"">Đặt đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""1lzijkl"" data-start=""2233"" data-end=""2283"">Vệ sinh thân đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1vx6k76"" data-start=""2284"" data-end=""2345"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở mức nhẹ.</li>
\n 	<li data-section-id=""4kcn5t"" data-start=""2346"" data-end=""2399"">Không sử dụng vật liệu nhám hoặc hóa chất tẩy mạnh.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2400"" data-end=""2450"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2452"" data-end=""2486"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2488"" data-end=""2776"">
\n 	<li data-section-id=""7mg38n"" data-start=""2488"" data-end=""2569"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2570"" data-end=""2640"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2641"" data-end=""2776"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2778"" data-end=""2803"">Chính sách vận chuyển</h3>
\n<ul data-start=""2805"" data-end=""3077"">
\n 	<li data-section-id=""1p9scda"" data-start=""2805"" data-end=""2834"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2835"" data-end=""2888"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2889"" data-end=""2997"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2998"" data-end=""3077"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,1350000,"Chưa phân loại, Sản Phẩm > Đèn Bàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-3.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-4.jpg, https://anlights.com/wp-content/uploads/2026/07/den-ban-go-hien-dai-noir-totem-dt-0027-5.jpg",default,,default,,,,default,,,,,default,default,default,set,

683,simple,,Đèn Sàn Gỗ Tối Giản Sable Pinnacle,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DS-0012</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H1500 × D360 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân đen, chao đen</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Thân thuôn dài, chân đế hình nón</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu chao</strong></td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
\n<td>Công tắc trên dây điện</td>
\n</tr>
\n<tr>
\n<td><strong>Không gian sử dụng</strong></td>
\n<td>Trong nhà</td>
\n</tr>
\n</tbody>
\n</table>","<p class=""PDq2pG_selectionAnchorContainer"" data-start=""319"" data-end=""552""><strong data-start=""319"" data-end=""365"">Đèn sàn gỗ tối giản Sable Pinnacle DS-0012</strong> nổi bật với thân đèn thuôn dài, mảnh và gần như liền mạch. Phần chân hình nón kết hợp cùng chi tiết tròn nhỏ tạo điểm chuyển tiếp tinh tế, giúp tổng thể thanh thoát nhưng không đơn điệu.</p>
\n<p data-start=""554"" data-end=""746"">Thân đèn và chao vải đều được hoàn thiện với tông đen, tạo nên diện mạo đồng nhất, mạnh mẽ và hiện đại. Chao hình trụ cân bằng với phần thân mảnh, đồng thời làm nổi bật tỷ lệ cao của sản phẩm.</p>
\n<p data-start=""748"" data-end=""967"">Khi sử dụng bóng E27 ánh sáng vàng, ánh sáng được khuếch tán chủ yếu theo hướng trên và dưới chao. Hiệu ứng sáng hắt tường giúp không gian có chiều sâu, tạo cảm giác thư giãn và làm nổi bật khu vực đặt đèn vào buổi tối.</p>
\n<p data-start=""969"" data-end=""1194"">Sable Pinnacle DS-0012 phù hợp đặt tại góc phòng khách, cạnh sofa, cầu thang, sảnh, phòng ngủ hoặc khu vực cần bổ sung ánh sáng trang trí. Kiểu dáng đơn sắc phù hợp với nội thất Minimalism, Modern, Contemporary và Monochrome.</p>
\n<p data-start=""1196"" data-end=""1375"">Với kích thước <strong data-start=""1211"" data-end=""1230"">H1500 × D360 mm</strong>, mẫu đèn tạo điểm nhấn theo chiều dọc nhưng chiếm ít diện tích mặt sàn. Đây là lựa chọn phù hợp cho căn hộ và những khu vực có khoảng trống hẹp.</p>
\n<p data-start=""1377"" data-end=""1559"">Đèn sử dụng nguồn điện <strong data-start=""1400"" data-end=""1413"">220V–50Hz</strong>, đui bóng E27 phổ biến và công tắc trên dây điện. Sản phẩm phù hợp làm nguồn sáng bổ trợ, không thay thế hệ thống chiếu sáng chính của căn phòng.</p>
\n<p data-start=""1561"" data-end=""1726"">Do sử dụng vật liệu gỗ tự nhiên, màu sắc, đường vân và bề mặt giữa từng sản phẩm có thể chênh lệch nhẹ. Đây là đặc tính tự nhiên tạo nên nét riêng cho mỗi chiếc đèn.</p>
\n
\n<h3 data-section-id=""srfjgi"" data-start=""1728"" data-end=""1749"">Thông tin sử dụng</h3>
\n<ul data-start=""1751"" data-end=""2353"">
\n 	<li data-section-id=""14yieaa"" data-start=""1751"" data-end=""1778"">Sử dụng bóng đèn đui E27.</li>
\n 	<li data-section-id=""iinyku"" data-start=""1779"" data-end=""1803"">Nguồn điện: 220V–50Hz.</li>
\n 	<li data-section-id=""et1x45"" data-start=""1804"" data-end=""1862"">Khuyến nghị dùng bóng LED E27 ánh sáng vàng 2700K–3000K.</li>
\n 	<li data-section-id=""93uw6s"" data-start=""1863"" data-end=""1904"">Bật và tắt bằng công tắc trên dây điện.</li>
\n 	<li data-section-id=""1j950ng"" data-start=""1905"" data-end=""1933"">Phù hợp sử dụng trong nhà.</li>
\n 	<li data-section-id=""gi410q"" data-start=""1934"" data-end=""1983"">Sử dụng như đèn trang trí và nguồn sáng bổ trợ.</li>
\n 	<li data-section-id=""1og8tro"" data-start=""1984"" data-end=""2028"">Đặt đèn trên bề mặt bằng phẳng, chắc chắn.</li>
\n 	<li data-section-id=""rp1wg2"" data-start=""2029"" data-end=""2089"">Không đặt tại lối đi thường xuyên hoặc khu vực dễ va chạm.</li>
\n 	<li data-section-id=""lycc4i"" data-start=""2090"" data-end=""2135"">Không kéo hoặc di chuyển đèn bằng dây điện.</li>
\n 	<li data-section-id=""1lzijkl"" data-start=""2136"" data-end=""2186"">Vệ sinh thân đèn bằng khăn mềm, khô hoặc hơi ẩm.</li>
\n 	<li data-section-id=""1vx6k76"" data-start=""2187"" data-end=""2248"">Làm sạch chao vải bằng chổi mềm hoặc máy hút bụi ở mức nhẹ.</li>
\n 	<li data-section-id=""4kcn5t"" data-start=""2249"" data-end=""2302"">Không sử dụng vật liệu nhám hoặc hóa chất tẩy mạnh.</li>
\n 	<li data-section-id=""17rw8tb"" data-start=""2303"" data-end=""2353"">Tắt nguồn điện trước khi vệ sinh hoặc thay bóng.</li>
\n</ul>
\n<h3 data-section-id=""dwb8h"" data-start=""2355"" data-end=""2389"">Chính sách bảo hành và đổi trả</h3>
\n<ul data-start=""2391"" data-end=""2679"">
\n 	<li data-section-id=""7mg38n"" data-start=""2391"" data-end=""2472"">Bảo hành 6 tháng đối với các lỗi kỹ thuật thuộc phạm vi bảo hành của An Lights.</li>
\n 	<li data-section-id=""7yotns"" data-start=""2473"" data-end=""2543"">Đổi mới 1:1 trong vòng 15 ngày theo điều kiện đổi trả của An Lights.</li>
\n 	<li data-section-id=""1c8twy9"" data-start=""2544"" data-end=""2679"">Sản phẩm đổi trả cần giữ nguyên hiện trạng, đầy đủ phụ kiện và không có dấu hiệu hư hỏng do sử dụng sai cách hoặc tác động ngoại lực.</li>
\n</ul>
\n<h3 data-section-id=""f16rj4"" data-start=""2681"" data-end=""2706"">Chính sách vận chuyển</h3>
\n<ul data-start=""2708"" data-end=""2980"">
\n 	<li data-section-id=""1p9scda"" data-start=""2708"" data-end=""2737"">Hỗ trợ giao hàng toàn quốc.</li>
\n 	<li data-section-id=""1xx08pj"" data-start=""2738"" data-end=""2791"">Sản phẩm được đóng gói bảo vệ trước khi vận chuyển.</li>
\n 	<li data-section-id=""1cy41pz"" data-start=""2792"" data-end=""2900"">Thời gian và chi phí giao hàng được xác định theo địa chỉ nhận hàng, kích thước kiện và đơn vị vận chuyển.</li>
\n 	<li data-section-id=""1itsrck"" data-start=""2901"" data-end=""2980"">Khách hàng nên kiểm tra tình trạng bên ngoài của kiện hàng khi nhận sản phẩm.</li>
\n</ul>",,2500000,"Chưa phân loại, Sản Phẩm > Đèn Sàn, Sản Phẩm","https://anlights.com/wp-content/uploads/2026/07/den-san-go-toi-gian-sable-pinnacle-ds-0012-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-toi-gian-sable-pinnacle-ds-0012-1.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-toi-gian-sable-pinnacle-ds-0012-2.jpg, https://anlights.com/wp-content/uploads/2026/07/den-san-go-toi-gian-sable-pinnacle-ds-0012-3.jpg",default,,default,,,,default,,,,,default,default,default,set,

688,simple,,Đèn Bàn Gỗ Tự Nhiên Forest Relic,"<table>
\n<thead>
\n<tr>
\n<th>Thông số</th>
\n<th>Chi tiết</th>
\n</tr>
\n</thead>
\n<tbody>
\n<tr>
\n<td><strong>Mã sản phẩm</strong></td>
\n<td>DT-0023</td>
\n</tr>
\n<tr>
\n<td><strong>Kích thước</strong></td>
\n<td>H460 × D260 mm</td>
\n</tr>
\n<tr>
\n<td><strong>Chất liệu</strong></td>
\n<td>Gỗ tự nhiên, chao vải</td>
\n</tr>
\n<tr>
\n<td><strong>Màu sắc</strong></td>
\n<td>Thân nâu gỗ, chao màu kem</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu dáng</strong></td>
\n<td>Thân trụ với bề mặt gỗ mộc tự nhiên</td>
\n</tr>
\n<tr>
\n<td><strong>Kiểu chao</strong></td>
\n<td>Chao vải hình trụ</td>
\n</tr>
\n<tr>
\n<td><strong>Loại bóng đèn</strong></td>
\n<td>Đui E27</td>
\n</tr>
\n<tr>
\n<td><strong>Điện áp</strong></td>
\n<td>220V–50Hz</td>
\n</tr>
\n<tr>
\n<td><strong>Màu ánh sáng</strong></td>
\n<td>Phụ thuộc bóng sử dụng; khuyến nghị ánh sáng vàng</td>
\n</tr>
\n<tr>
\n<td><strong>Công tắc</strong></td>
